customer_id,signup_date,gender,age_group,city,membership_tier,preferred_channel,email_subscribed
CUST-21859,2022-02-23,Male,35-44,Melbourne,Bronze,Online,1
CUST-21860,2021-06-08,Male,45-54,Singapore,Silver,Online,1
CUST-21861,2021-09-17,Female,35-44,New York,Bronze,In-Store,1
CUST-21862,2022-03-10,Male,55-64,Auckland,Silver,Online,1
CUST-21863,2022-09-19,Female,35-44,London,Bronze,In-Store,0
CUST-21864,2021-07-28,Male,45-54,New York,Silver,Online,1
CUST-21865,2022-07-25,Male,45-54,Brisbane,Silver,In-Store,1
CUST-21866,2022-01-15,Male,55-64,New York,Bronze,In-Store,1
CUST-21867,2022-05-11,Male,35-44,Perth,Silver,In-Store,1
CUST-21868,2022-08-15,Female,35-44,London,Gold,Online,1
CUST-21869,2021-05-22,Male,65+,Melbourne,Silver,In-Store,1
CUST-21870,2021-08-24,Male,45-54,Brisbane,Bronze,Online,1
CUST-21871,2021-04-13,Female,25-34,New York,Bronze,Online,0
CUST-21872,2022-02-15,Female,35-44,New York,Silver,Online,1
CUST-21873,2022-09-21,Female,65+,Sydney,Bronze,In-Store,1
CUST-21874,2021-06-14,Female,45-54,Sydney,Bronze,Online,1
CUST-21875,2021-04-04,Female,25-34,Toronto,Silver,Online,1
CUST-21876,2022-09-07,Female,45-54,Melbourne,Silver,Online,1
CUST-21877,2021-03-07,Female,35-44,Adelaide,Silver,In-Store,0
CUST-21878,2022-01-15,Male,18-24,Singapore,Bronze,In-Store,0
CUST-21879,2021-02-08,Male,65+,London,Bronze,In-Store,1
CUST-21880,2022-02-15,Female,55-64,New York,Bronze,In-Store,0
CUST-21881,2021-10-21,Female,65+,Singapore,Bronze,In-Store,1
CUST-21882,2021-02-28,Male,25-34,Toronto,Silver,Online,1
CUST-21883,2022-03-26,Female,18-24,Adelaide,Bronze,In-Store,1
CUST-21884,2022-11-04,Male,55-64,Perth,Gold,Online,1
CUST-21885,2021-07-19,Male,18-24,Singapore,Bronze,In-Store,0
CUST-21886,2022-06-07,Male,55-64,Adelaide,Bronze,In-Store,1
CUST-21887,2022-09-22,Female,25-34,Sydney,Gold,In-Store,1
CUST-21888,2022-01-04,Male,25-34,Sydney,Silver,In-Store,1
CUST-21889,2021-06-11,Female,18-24,Perth,Bronze,Online,0
CUST-21890,2022-02-14,Female,35-44,London,Silver,Online,0
CUST-21891,2022-02-20,Female,55-64,Adelaide,Silver,In-Store,1
CUST-21892,2022-06-15,Male,18-24,Melbourne,Gold,Online,1
CUST-21893,2021-04-03,Female,55-64,Perth,Bronze,Online,1
CUST-21894,2022-07-27,Female,55-64,Auckland,Silver,In-Store,1
CUST-21895,2021-12-22,Male,35-44,Adelaide,Silver,Online,1
CUST-21896,2022-09-13,Female,25-34,Toronto,Silver,Online,0
CUST-21897,2022-02-18,Male,55-64,Sydney,Silver,Online,0
CUST-21898,2021-09-25,Female,25-34,London,Silver,Online,0
CUST-21899,2022-06-03,Male,18-24,New York,Bronze,In-Store,1
CUST-21900,2021-03-16,Male,55-64,Perth,Silver,In-Store,0
CUST-21901,2021-12-15,Female,18-24,New York,Bronze,Online,1
CUST-21902,2021-09-21,Male,55-64,Singapore,Bronze,Online,1
CUST-21903,2021-09-14,Male,65+,Toronto,Gold,Online,1
CUST-21904,2022-01-22,Female,55-64,Toronto,Bronze,In-Store,1
CUST-21905,2021-09-07,Female,35-44,Toronto,Gold,Online,1
CUST-21906,2022-11-29,Female,45-54,Singapore,Silver,In-Store,1
CUST-21907,2021-01-29,Female,45-54,Melbourne,Gold,Online,1
CUST-21908,2021-09-22,Other,18-24,London,Bronze,In-Store,1
CUST-21909,2022-10-11,Female,25-34,Adelaide,Bronze,Online,1
CUST-21910,2021-11-20,Male,45-54,Auckland,Silver,Online,1
CUST-21911,2022-06-13,Female,55-64,Sydney,Bronze,Online,1
CUST-21912,2022-12-19,Female,35-44,Adelaide,Bronze,Online,1
CUST-21913,2021-10-22,Female,18-24,London,Bronze,In-Store,0
CUST-21914,2022-11-21,Female,65+,Auckland,Silver,Online,1
CUST-21915,2021-03-19,Female,55-64,Brisbane,Bronze,In-Store,1
CUST-21916,2022-05-03,Male,35-44,Auckland,Bronze,In-Store,1
CUST-21917,2021-08-12,Male,55-64,Perth,Gold,In-Store,1
CUST-21918,2021-07-07,Female,65+,Adelaide,Gold,Online,1
CUST-21919,2022-05-26,Other,65+,Adelaide,Silver,Online,1
CUST-21920,2021-08-29,Female,65+,Adelaide,Platinum,In-Store,1
CUST-21921,2021-09-29,Female,25-34,Adelaide,Bronze,In-Store,1
CUST-21922,2021-07-27,Female,25-34,Singapore,Bronze,Online,0
CUST-21923,2021-12-31,Female,25-34,Melbourne,Bronze,In-Store,1
CUST-21924,2021-05-03,Female,18-24,Toronto,Bronze,Online,1
CUST-21925,2022-09-21,Female,18-24,New York,Platinum,In-Store,1
CUST-21926,2021-02-13,Male,45-54,Auckland,Bronze,In-Store,0
CUST-21927,2022-09-28,Female,35-44,Toronto,Silver,Online,1
CUST-21928,2022-08-12,Male,35-44,Toronto,Bronze,Online,0
CUST-21929,2021-07-07,Female,55-64,Perth,Bronze,Online,0
CUST-21930,2022-02-12,Female,25-34,Singapore,Silver,Online,0
CUST-21931,2021-05-12,Male,18-24,New York,Gold,Online,1
CUST-21932,2022-03-10,Female,45-54,New York,Platinum,Online,1
CUST-21933,2021-02-03,Female,55-64,Auckland,Bronze,Online,1
CUST-21934,2022-02-08,Male,65+,Brisbane,Gold,In-Store,1
CUST-21935,2022-04-14,Male,18-24,New York,Silver,In-Store,1
CUST-21936,2022-04-17,Female,35-44,Sydney,Silver,Online,0
CUST-21937,2021-01-13,Female,65+,Adelaide,Bronze,Online,1
CUST-21938,2022-01-24,Male,55-64,Melbourne,Bronze,Online,0
CUST-21939,2021-11-30,Female,35-44,Singapore,Bronze,In-Store,1
CUST-21940,2021-09-23,Male,25-34,New York,Silver,Online,1
CUST-21941,2021-09-27,Female,25-34,Perth,Silver,Online,1
CUST-21942,2022-04-28,Female,55-64,Auckland,Bronze,Online,1
CUST-21943,2022-01-10,Male,25-34,Toronto,Bronze,Online,1
CUST-21944,2022-03-11,Female,25-34,London,Bronze,In-Store,1
CUST-21945,2022-12-19,Male,35-44,Auckland,Silver,In-Store,1
CUST-21946,2022-02-15,Female,35-44,Toronto,Platinum,Online,0
CUST-21947,2021-07-04,Female,55-64,Brisbane,Bronze,Online,1
CUST-21948,2022-08-13,Female,65+,Adelaide,Bronze,In-Store,1
CUST-21949,2021-04-13,Male,65+,Perth,Platinum,Online,1
CUST-21950,2021-08-30,Male,55-64,London,Bronze,In-Store,1
CUST-21951,2022-01-26,Male,25-34,Brisbane,Bronze,In-Store,0
CUST-21952,2021-06-03,Male,45-54,Sydney,Bronze,Online,1
CUST-21953,2021-06-30,Male,45-54,Toronto,Bronze,Online,1
CUST-21954,2021-05-18,Female,65+,New York,Bronze,In-Store,1
CUST-21955,2022-07-01,Male,65+,Auckland,Bronze,Online,0
CUST-21956,2022-05-14,Female,35-44,Perth,Silver,In-Store,1
CUST-21957,2022-07-30,Male,55-64,Sydney,Silver,Online,1
CUST-21958,2022-02-12,Female,18-24,Brisbane,Bronze,Online,1
CUST-21959,2021-03-03,Female,25-34,Perth,Silver,Online,0
CUST-21960,2022-05-03,Male,65+,Melbourne,Silver,Online,1
CUST-21961,2022-04-06,Female,65+,Auckland,Gold,In-Store,1
CUST-21962,2021-09-24,Male,35-44,Auckland,Bronze,Online,1
CUST-21963,2022-07-28,Male,55-64,Perth,Gold,Online,1
CUST-21964,2021-12-19,Male,18-24,London,Bronze,Online,1
CUST-21965,2021-05-05,Male,35-44,Singapore,Bronze,Online,1
CUST-21966,2021-07-23,Other,55-64,Singapore,Bronze,Online,1
CUST-21967,2022-10-28,Male,65+,New York,Bronze,In-Store,1
CUST-21968,2021-06-28,Female,35-44,Auckland,Platinum,Online,1
CUST-21969,2021-11-29,Male,65+,New York,Silver,In-Store,1
CUST-21970,2022-05-15,Male,65+,Toronto,Bronze,Online,0
CUST-21971,2021-03-22,Female,45-54,Singapore,Bronze,Online,1
CUST-21972,2021-10-21,Male,45-54,Brisbane,Bronze,Online,1
CUST-21973,2021-06-21,Male,65+,Auckland,Gold,Online,0
CUST-21974,2022-03-08,Female,65+,Singapore,Silver,Online,0
CUST-21975,2022-08-09,Male,45-54,Melbourne,Silver,Online,0
CUST-21976,2021-03-23,Other,25-34,Auckland,Bronze,Online,0
CUST-21977,2021-08-22,Female,35-44,Auckland,Bronze,In-Store,1
CUST-21978,2022-10-31,Male,35-44,Perth,Silver,Online,1
CUST-21979,2022-09-12,Male,65+,London,Silver,Online,1
CUST-21980,2021-10-05,Female,45-54,Auckland,Silver,Online,1
CUST-21981,2022-08-25,Male,55-64,Toronto,Platinum,In-Store,0
CUST-21982,2022-02-28,Male,25-34,Brisbane,Gold,In-Store,0
CUST-21983,2021-01-24,Male,25-34,Adelaide,Silver,Online,1
CUST-21984,2022-11-09,Female,35-44,Melbourne,Silver,Online,1
CUST-21985,2021-08-04,Female,25-34,London,Bronze,In-Store,1
CUST-21986,2021-04-16,Male,18-24,Melbourne,Bronze,In-Store,0
CUST-21987,2022-04-30,Male,55-64,Sydney,Platinum,In-Store,1
CUST-21988,2021-01-27,Male,45-54,New York,Silver,In-Store,1
CUST-21989,2021-03-27,Female,18-24,Perth,Silver,Online,1
CUST-21990,2022-09-25,Male,25-34,Melbourne,Gold,Online,1
CUST-21991,2022-11-02,Male,45-54,Perth,Silver,Online,1
CUST-21992,2021-08-23,Female,25-34,Perth,Bronze,In-Store,1
CUST-21993,2022-03-30,Female,65+,Brisbane,Bronze,Online,1
CUST-21994,2021-05-15,Female,55-64,Brisbane,Platinum,In-Store,1
CUST-21995,2021-01-30,Male,18-24,Auckland,Bronze,In-Store,1
CUST-21996,2021-11-30,Female,45-54,Toronto,Bronze,In-Store,1
CUST-21997,2022-07-08,Female,35-44,New York,Gold,In-Store,1
CUST-21998,2022-04-01,Male,25-34,New York,Bronze,Online,1
CUST-21999,2021-07-01,Male,55-64,Singapore,Bronze,In-Store,1
CUST-22000,2022-04-13,Female,65+,Singapore,Silver,Online,0
CUST-22001,2022-03-22,Male,55-64,New York,Silver,In-Store,1
CUST-22002,2021-11-14,Male,35-44,Toronto,Silver,In-Store,1
CUST-22003,2022-07-07,Male,25-34,Melbourne,Silver,In-Store,0
CUST-22004,2022-03-29,Female,35-44,Auckland,Silver,Online,0
CUST-22005,2022-02-27,Female,35-44,Brisbane,Silver,In-Store,1
CUST-22006,2021-11-07,Male,18-24,Sydney,Bronze,In-Store,1
CUST-22007,2022-06-20,Female,25-34,Auckland,Silver,Online,1
CUST-22008,2021-10-21,Male,45-54,New York,Bronze,In-Store,1
CUST-22009,2021-01-09,Female,65+,Toronto,Bronze,Online,0
CUST-22010,2022-05-04,Male,35-44,Sydney,Platinum,Online,1
CUST-22011,2022-03-17,Male,35-44,Singapore,Silver,In-Store,1
CUST-22012,2021-08-25,Male,18-24,New York,Gold,Online,1
CUST-22013,2022-01-18,Female,25-34,London,Platinum,In-Store,1
CUST-22014,2022-07-29,Male,45-54,London,Bronze,Online,1
CUST-22015,2021-09-13,Male,25-34,London,Silver,In-Store,1
CUST-22016,2022-01-23,Male,25-34,Perth,Platinum,Online,1
CUST-22017,2021-03-23,Female,45-54,Adelaide,Bronze,Online,1
CUST-22018,2022-06-14,Female,55-64,Perth,Silver,In-Store,1
CUST-22019,2021-10-19,Female,65+,New York,Silver,Online,1
CUST-22020,2021-10-03,Male,45-54,Adelaide,Bronze,Online,1
CUST-22021,2021-03-12,Female,25-34,Brisbane,Silver,In-Store,0
CUST-22022,2021-10-24,Female,18-24,Toronto,Bronze,In-Store,1
CUST-22023,2022-09-25,Other,45-54,Perth,Silver,Online,0
CUST-22024,2022-12-19,Male,55-64,Toronto,Bronze,Online,1
CUST-22025,2021-07-12,Other,35-44,Sydney,Gold,Online,1
CUST-22026,2021-06-05,Female,18-24,New York,Gold,Online,1
CUST-22027,2021-01-23,Female,25-34,Melbourne,Silver,Online,1
CUST-22028,2021-10-16,Female,35-44,Brisbane,Platinum,Online,1
CUST-22029,2022-03-25,Male,65+,Sydney,Silver,Online,1
CUST-22030,2021-08-27,Female,18-24,Brisbane,Bronze,Online,1
CUST-22031,2021-01-16,Male,45-54,Adelaide,Bronze,Online,0
CUST-22032,2021-12-17,Male,45-54,Perth,Gold,In-Store,1
CUST-22033,2022-05-26,Male,35-44,Toronto,Platinum,In-Store,1
CUST-22034,2022-12-15,Other,18-24,Auckland,Bronze,Online,1
CUST-22035,2021-03-24,Female,25-34,Sydney,Bronze,In-Store,1
CUST-22036,2021-09-30,Male,45-54,Melbourne,Platinum,Online,0
CUST-22037,2022-07-11,Male,45-54,Brisbane,Bronze,Online,0
CUST-22038,2021-07-16,Female,35-44,London,Bronze,In-Store,1
CUST-22039,2021-01-13,Male,18-24,Adelaide,Silver,Online,0
CUST-22040,2022-01-30,Male,45-54,Adelaide,Platinum,Online,1
CUST-22041,2021-02-04,Male,25-34,Toronto,Bronze,Online,1
CUST-22042,2021-04-07,Male,55-64,Adelaide,Bronze,In-Store,0
CUST-22043,2022-04-30,Male,45-54,Perth,Silver,In-Store,1
CUST-22044,2021-11-27,Female,25-34,Sydney,Bronze,Online,1
CUST-22045,2022-07-17,Male,55-64,Melbourne,Bronze,Online,0
CUST-22046,2021-09-17,Male,45-54,Perth,Bronze,Online,0
CUST-22047,2021-07-23,Male,35-44,Sydney,Silver,In-Store,1
CUST-22048,2022-11-14,Male,25-34,Melbourne,Bronze,Online,1
CUST-22049,2021-08-30,Male,65+,London,Silver,In-Store,1
CUST-22050,2021-11-29,Male,18-24,Brisbane,Bronze,In-Store,1
CUST-22051,2021-10-10,Male,55-64,Melbourne,Silver,Online,1
CUST-22052,2022-02-10,Male,25-34,Sydney,Bronze,Online,0
CUST-22053,2021-02-13,Female,55-64,Toronto,Bronze,Online,1
CUST-22054,2022-12-06,Male,55-64,Brisbane,Silver,Online,0
CUST-22055,2022-01-16,Male,18-24,Adelaide,Gold,Online,0
CUST-22056,2021-06-11,Female,45-54,Melbourne,Bronze,Online,1
CUST-22057,2022-12-04,Female,55-64,Auckland,Silver,Online,1
CUST-22058,2022-10-03,Female,18-24,Sydney,Gold,Online,1
CUST-22059,2021-12-31,Female,65+,Brisbane,Silver,In-Store,1
CUST-22060,2022-12-20,Female,55-64,Melbourne,Silver,Online,1
CUST-22061,2021-05-09,Female,45-54,Adelaide,Bronze,Online,1
CUST-22062,2021-11-21,Female,55-64,Auckland,Gold,In-Store,0
CUST-22063,2022-03-26,Female,65+,Adelaide,Bronze,Online,0
CUST-22064,2021-01-22,Other,65+,London,Bronze,In-Store,0
CUST-22065,2022-01-02,Male,65+,Brisbane,Bronze,In-Store,1
CUST-22066,2021-09-14,Male,18-24,Toronto,Gold,In-Store,1
CUST-22067,2022-12-25,Female,45-54,New York,Silver,Online,1
CUST-22068,2021-10-29,Female,55-64,Toronto,Bronze,Online,0
CUST-22069,2021-07-14,Male,55-64,Brisbane,Silver,Online,1
CUST-22070,2022-07-11,Other,35-44,Auckland,Bronze,In-Store,1
CUST-22071,2022-04-25,Female,35-44,Singapore,Silver,Online,1
CUST-22072,2022-07-22,Female,25-34,Melbourne,Bronze,In-Store,1
CUST-22073,2022-06-28,Male,25-34,Toronto,Bronze,In-Store,0
CUST-22074,2021-10-30,Female,35-44,New York,Silver,Online,0
CUST-22075,2022-01-11,Male,45-54,Sydney,Gold,In-Store,1
CUST-22076,2022-10-16,Male,55-64,London,Bronze,Online,1
CUST-22077,2021-07-09,Female,18-24,Singapore,Bronze,Online,1
CUST-22078,2022-01-08,Female,55-64,Adelaide,Bronze,Online,1
CUST-22079,2021-11-25,Female,65+,Melbourne,Gold,In-Store,1
CUST-22080,2022-11-06,Female,55-64,London,Bronze,Online,1
CUST-22081,2021-07-14,Female,55-64,Toronto,Bronze,Online,0
CUST-22082,2022-07-19,Male,25-34,Singapore,Gold,In-Store,1
CUST-22083,2021-10-17,Male,35-44,London,Gold,In-Store,1
CUST-22084,2022-10-19,Female,35-44,Melbourne,Platinum,Online,0
CUST-22085,2021-04-09,Female,55-64,Melbourne,Gold,Online,1
CUST-22086,2021-02-14,Female,25-34,Brisbane,Platinum,In-Store,1
CUST-22087,2021-02-02,Female,25-34,Melbourne,Silver,In-Store,1
CUST-22088,2022-05-13,Female,25-34,Melbourne,Gold,Online,1
CUST-22089,2021-02-02,Female,55-64,London,Bronze,Online,1
CUST-22090,2022-11-05,Male,45-54,New York,Gold,Online,1
CUST-22091,2022-10-01,Female,65+,Singapore,Silver,Online,0
CUST-22092,2021-09-20,Male,18-24,Auckland,Silver,Online,1
CUST-22093,2021-08-15,Female,55-64,Melbourne,Bronze,In-Store,1
CUST-22094,2021-01-14,Male,25-34,Toronto,Bronze,In-Store,1
CUST-22095,2021-03-23,Male,45-54,Sydney,Silver,In-Store,0
CUST-22096,2022-01-05,Female,55-64,London,Bronze,In-Store,1
CUST-22097,2022-01-13,Male,65+,Sydney,Silver,In-Store,1
CUST-22098,2022-09-24,Female,35-44,New York,Platinum,In-Store,1
CUST-22099,2021-02-11,Male,65+,Melbourne,Silver,In-Store,0
CUST-22100,2021-11-08,Female,18-24,Adelaide,Silver,In-Store,1
CUST-22101,2022-06-16,Male,18-24,Melbourne,Silver,Online,1
CUST-22102,2021-08-25,Male,55-64,London,Silver,Online,0
CUST-22103,2021-07-14,Male,25-34,New York,Bronze,Online,1
CUST-22104,2022-11-04,Female,25-34,Singapore,Gold,In-Store,1
CUST-22105,2022-10-03,Male,25-34,New York,Silver,Online,1
CUST-22106,2022-07-26,Male,45-54,Melbourne,Bronze,Online,0
CUST-22107,2022-10-16,Male,55-64,Auckland,Bronze,Online,1
CUST-22108,2022-11-22,Female,45-54,London,Bronze,In-Store,1
CUST-22109,2021-04-17,Male,25-34,Brisbane,Silver,In-Store,1
CUST-22110,2022-07-18,Male,45-54,New York,Bronze,In-Store,1
CUST-22111,2021-12-12,Female,65+,Brisbane,Bronze,In-Store,0
CUST-22112,2022-07-01,Female,55-64,Toronto,Bronze,In-Store,1
CUST-22113,2021-12-27,Male,35-44,New York,Silver,In-Store,1
CUST-22114,2021-11-29,Male,35-44,London,Silver,In-Store,1
CUST-22115,2022-10-11,Female,45-54,Auckland,Platinum,Online,0
CUST-22116,2022-09-16,Male,25-34,Singapore,Platinum,Online,1
CUST-22117,2022-07-13,Male,25-34,London,Bronze,Online,1
CUST-22118,2022-07-18,Male,65+,Perth,Bronze,In-Store,1
CUST-22119,2022-01-04,Female,45-54,Toronto,Bronze,In-Store,0
CUST-22120,2022-02-11,Male,18-24,Sydney,Bronze,In-Store,0
CUST-22121,2021-10-19,Female,55-64,Sydney,Silver,Online,1
CUST-22122,2022-06-15,Male,25-34,Perth,Bronze,In-Store,1
CUST-22123,2021-01-07,Female,35-44,Adelaide,Silver,Online,0
CUST-22124,2021-08-08,Female,35-44,Sydney,Platinum,Online,1
CUST-22125,2022-12-08,Male,35-44,New York,Bronze,Online,0
CUST-22126,2022-06-08,Female,55-64,Singapore,Bronze,Online,1
CUST-22127,2022-08-09,Male,25-34,Melbourne,Gold,Online,1
CUST-22128,2021-02-08,Female,45-54,Auckland,Silver,Online,1
CUST-22129,2021-06-09,Female,25-34,Perth,Platinum,Online,0
CUST-22130,2022-01-11,Male,55-64,Adelaide,Silver,Online,1
CUST-22131,2021-08-27,Male,35-44,Perth,Silver,Online,0
CUST-22132,2021-04-05,Female,55-64,London,Silver,In-Store,1
CUST-22133,2022-08-06,Female,25-34,Melbourne,Silver,Online,1
CUST-22134,2021-11-29,Female,45-54,Brisbane,Bronze,Online,0
CUST-22135,2022-05-15,Female,65+,Singapore,Silver,In-Store,1
CUST-22136,2021-04-08,Female,55-64,Perth,Bronze,In-Store,1
CUST-22137,2021-02-08,Male,65+,Singapore,Bronze,In-Store,1
CUST-22138,2022-01-26,Male,18-24,Sydney,Silver,Online,1
CUST-22139,2021-12-09,Female,35-44,London,Bronze,In-Store,0
CUST-22140,2022-03-03,Female,18-24,Adelaide,Bronze,In-Store,0
CUST-22141,2022-10-31,Female,55-64,Sydney,Silver,In-Store,0
CUST-22142,2022-10-12,Male,65+,London,Bronze,Online,1
CUST-22143,2021-02-25,Male,35-44,New York,Bronze,In-Store,1
CUST-22144,2021-02-12,Male,35-44,New York,Silver,Online,1
CUST-22145,2022-08-02,Female,25-34,Auckland,Bronze,In-Store,1
CUST-22146,2022-05-30,Male,65+,Adelaide,Silver,In-Store,0
CUST-22147,2021-06-06,Female,18-24,London,Silver,In-Store,1
CUST-22148,2022-04-02,Female,55-64,Singapore,Bronze,In-Store,1
CUST-22149,2022-06-01,Male,18-24,Adelaide,Silver,Online,1
CUST-22150,2022-03-19,Female,35-44,London,Bronze,In-Store,1
CUST-22151,2021-06-01,Male,25-34,Auckland,Silver,In-Store,1
CUST-22152,2021-03-26,Female,45-54,Singapore,Silver,Online,0
CUST-22153,2021-02-20,Male,55-64,London,Platinum,Online,0
CUST-22154,2021-09-26,Male,18-24,London,Platinum,Online,1
CUST-22155,2022-05-29,Male,45-54,Brisbane,Platinum,Online,0
CUST-22156,2021-05-19,Female,45-54,New York,Bronze,Online,0
CUST-22157,2021-07-22,Female,45-54,London,Bronze,In-Store,1
CUST-22158,2022-10-30,Male,55-64,Adelaide,Bronze,Online,0
CUST-22159,2022-07-29,Male,55-64,New York,Gold,In-Store,1
CUST-22160,2021-09-10,Male,25-34,Melbourne,Gold,Online,1
CUST-22161,2021-09-30,Male,45-54,Auckland,Silver,Online,1
CUST-22162,2022-12-03,Male,55-64,Melbourne,Silver,Online,1
CUST-22163,2021-04-26,Female,65+,London,Bronze,Online,1
CUST-22164,2022-03-10,Male,35-44,Auckland,Silver,Online,0
CUST-22165,2021-07-15,Male,35-44,Auckland,Bronze,Online,1
CUST-22166,2022-09-01,Female,65+,Sydney,Silver,In-Store,1
CUST-22167,2021-11-09,Female,25-34,Auckland,Bronze,In-Store,1
CUST-22168,2022-09-24,Male,45-54,Singapore,Silver,Online,1
CUST-22169,2021-05-30,Female,45-54,Sydney,Bronze,Online,1
CUST-22170,2021-08-28,Female,25-34,Auckland,Bronze,Online,1
CUST-22171,2021-06-09,Female,65+,Melbourne,Bronze,Online,1
CUST-22172,2021-04-26,Male,65+,Sydney,Bronze,Online,1
CUST-22173,2021-09-06,Male,55-64,Brisbane,Bronze,Online,1
CUST-22174,2021-10-22,Female,18-24,Auckland,Platinum,Online,1
CUST-22175,2022-12-12,Female,18-24,Perth,Platinum,Online,1
CUST-22176,2022-04-06,Female,45-54,Sydney,Bronze,In-Store,1
CUST-22177,2021-12-06,Female,25-34,New York,Bronze,In-Store,1
CUST-22178,2021-08-05,Male,25-34,New York,Silver,In-Store,0
CUST-22179,2022-06-20,Female,35-44,New York,Silver,In-Store,1
CUST-22180,2022-05-10,Female,55-64,Brisbane,Bronze,Online,1
CUST-22181,2022-12-13,Female,65+,Sydney,Gold,Online,1
CUST-22182,2022-01-21,Male,55-64,New York,Bronze,Online,0
CUST-22183,2021-02-14,Male,35-44,Brisbane,Bronze,Online,0
CUST-22184,2021-03-03,Male,35-44,Adelaide,Bronze,Online,1
CUST-22185,2022-12-15,Male,55-64,Perth,Silver,Online,1
CUST-22186,2021-02-24,Female,45-54,Sydney,Silver,Online,1
CUST-22187,2021-03-10,Male,45-54,Perth,Bronze,In-Store,1
CUST-22188,2022-11-10,Male,65+,Auckland,Bronze,In-Store,0
CUST-22189,2021-04-21,Male,18-24,Perth,Bronze,Online,1
CUST-22190,2022-10-27,Female,45-54,Adelaide,Bronze,Online,0
CUST-22191,2022-01-25,Female,55-64,Melbourne,Bronze,In-Store,1
CUST-22192,2021-11-20,Male,45-54,Singapore,Bronze,Online,1
CUST-22193,2022-06-29,Male,18-24,Brisbane,Silver,In-Store,1
CUST-22194,2021-07-23,Male,55-64,Toronto,Platinum,In-Store,1
CUST-22195,2022-07-29,Female,65+,Sydney,Bronze,Online,1
CUST-22196,2021-02-10,Male,25-34,New York,Silver,Online,0
CUST-22197,2021-11-09,Female,35-44,Toronto,Bronze,In-Store,1
CUST-22198,2022-02-07,Female,65+,Brisbane,Bronze,Online,1
CUST-22199,2021-01-19,Female,35-44,Auckland,Bronze,Online,1
CUST-22200,2021-12-30,Male,65+,Perth,Gold,Online,0
CUST-22201,2021-08-30,Female,55-64,Perth,Silver,Online,0
CUST-22202,2021-03-05,Male,65+,Perth,Bronze,Online,1
CUST-22203,2022-02-01,Male,18-24,New York,Gold,In-Store,1
CUST-22204,2021-10-14,Male,25-34,Brisbane,Silver,In-Store,1
CUST-22205,2021-12-16,Other,45-54,Brisbane,Bronze,Online,1
CUST-22206,2021-03-31,Male,65+,London,Gold,In-Store,1
CUST-22207,2022-06-18,Male,65+,Singapore,Bronze,Online,1
CUST-22208,2022-10-03,Female,65+,Adelaide,Silver,In-Store,1
CUST-22209,2022-03-04,Female,25-34,Singapore,Silver,In-Store,1
CUST-22210,2021-06-06,Female,45-54,Perth,Silver,Online,0
CUST-22211,2022-09-12,Female,35-44,Toronto,Bronze,In-Store,1
CUST-22212,2022-07-10,Male,25-34,Adelaide,Bronze,In-Store,1
CUST-22213,2022-10-31,Female,25-34,Singapore,Bronze,Online,1
CUST-22214,2022-07-09,Male,65+,Adelaide,Bronze,In-Store,1
CUST-22215,2021-05-22,Female,35-44,New York,Silver,In-Store,1
CUST-22216,2021-05-19,Female,45-54,Brisbane,Bronze,Online,1
CUST-22217,2022-11-03,Male,55-64,Brisbane,Silver,In-Store,1
CUST-22218,2021-11-22,Male,18-24,New York,Silver,In-Store,1
CUST-22219,2022-06-30,Male,65+,Melbourne,Bronze,Online,1
CUST-22220,2021-07-08,Male,35-44,Brisbane,Silver,Online,1
CUST-22221,2021-01-31,Female,35-44,London,Gold,In-Store,1
CUST-22222,2022-02-26,Male,35-44,Toronto,Bronze,Online,0
CUST-22223,2022-10-15,Female,65+,Perth,Platinum,Online,1
CUST-22224,2021-06-05,Female,25-34,Melbourne,Bronze,Online,0
CUST-22225,2021-05-15,Female,25-34,Sydney,Bronze,In-Store,0
CUST-22226,2022-09-19,Female,55-64,Perth,Silver,In-Store,1
CUST-22227,2022-09-13,Other,55-64,Singapore,Silver,In-Store,0
CUST-22228,2021-08-25,Male,55-64,Adelaide,Gold,Online,1
CUST-22229,2021-08-25,Female,65+,Sydney,Silver,Online,1
CUST-22230,2022-01-03,Male,18-24,Toronto,Silver,In-Store,0
CUST-22231,2021-05-18,Female,55-64,Singapore,Bronze,In-Store,1
CUST-22232,2022-04-26,Other,65+,Auckland,Bronze,Online,1
CUST-22233,2021-07-08,Female,45-54,Toronto,Bronze,In-Store,1
CUST-22234,2022-05-01,Female,25-34,Brisbane,Bronze,Online,1
CUST-22235,2021-07-17,Male,25-34,Sydney,Silver,In-Store,0
CUST-22236,2022-02-23,Female,18-24,Perth,Bronze,In-Store,0
CUST-22237,2022-02-27,Female,25-34,Adelaide,Bronze,Online,0
CUST-22238,2021-07-29,Female,18-24,Brisbane,Bronze,Online,1
CUST-22239,2022-03-26,Female,55-64,Toronto,Silver,In-Store,0
CUST-22240,2022-12-06,Female,35-44,Toronto,Bronze,Online,1
CUST-22241,2021-09-10,Female,45-54,London,Silver,In-Store,0
CUST-22242,2021-02-12,Male,55-64,London,Silver,Online,1
CUST-22243,2021-11-17,Male,45-54,Singapore,Bronze,Online,1
CUST-22244,2022-08-09,Female,55-64,New York,Bronze,In-Store,1
CUST-22245,2022-06-22,Female,65+,Sydney,Gold,In-Store,1
CUST-22246,2022-06-18,Female,18-24,Toronto,Bronze,Online,0
