customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment_code,segment,clv,avg_order_value,tenure_days,purchase_rate,category_diversity,preferred_channel_txn,avg_discount_used,membership_tier,age_group,city,gender,email_subscribed,tier_encoded,age_encoded,channel_encoded,gender_Female,gender_Male,gender_Other
CUST-22432,178,4,1833.29,3,4,3,10,343,Loyal Customers,0.0,458.32,699,0.1717,2,Online,0.0,Bronze,25-34,London,Male,0,1,2,1,False,True,False
CUST-22433,6,4,3057.79,5,4,4,13,544,Champions,0.0,764.45,30,4.0,3,In-Store,2.5,Silver,55-64,London,Female,1,2,5,0,True,False,False
CUST-22434,97,5,5109.69,4,5,5,14,455,Champions,172.75,1021.94,90,1.6667,4,In-Store,3.0,Silver,35-44,London,Male,1,2,3,0,False,True,False
CUST-22435,185,4,1669.16,3,4,3,10,343,Loyal Customers,755.03,417.29,315,0.381,3,In-Store,0.0,Bronze,45-54,London,Male,1,1,4,0,False,True,False
CUST-22436,235,5,3150.71,2,5,4,11,254,At Risk,1343.88,630.14,172,0.8721,5,In-Store,0.0,Bronze,25-34,Brisbane,Female,1,1,2,0,True,False,False
CUST-22437,188,1,124.96,3,1,1,5,311,Hibernating,1225.19,124.96,244,0.123,1,Online,0.0,Bronze,25-34,Adelaide,Female,1,1,2,1,True,False,False
CUST-22439,77,8,2582.56,4,5,4,13,454,Champions,1238.8600000000001,322.82,303,0.7921,5,Online,0.0,Bronze,25-34,Perth,Other,1,1,2,1,False,False,True
CUST-22440,436,2,732.52,1,2,2,5,122,Lost,291.2,366.26,44,1.3636,2,In-Store,7.5,Platinum,25-34,Brisbane,Male,0,4,2,0,False,True,False
CUST-22441,5,5,2622.29,5,5,4,14,554,Champions,649.1700000000001,524.46,719,0.2086,3,In-Store,4.0,Gold,18-24,Sydney,Male,0,3,1,0,False,True,False
CUST-22442,14,5,2118.2200000000003,5,5,4,14,554,Champions,3740.83,423.64,583,0.2573,4,In-Store,11.0,Platinum,65+,Toronto,Male,1,4,6,0,False,True,False
CUST-22443,43,4,3068.14,5,4,4,13,544,Champions,7083.72,767.04,57,2.1053,4,In-Store,0.0,Bronze,45-54,Brisbane,Male,1,1,4,0,False,True,False
CUST-22444,352,5,832.42,2,5,2,9,252,Loyal Customers,4351.5599999999995,166.48,644,0.2329,4,Online,1.0,Silver,25-34,London,Other,1,2,2,1,False,False,True
CUST-22445,302,3,6706.04,2,3,5,10,235,At Risk,60.56,2235.35,264,0.3409,2,In-Store,0.0,Bronze,65+,Singapore,Male,0,1,6,0,False,True,False
CUST-22446,161,3,1435.4,3,3,3,9,333,Loyal Customers,0.0,478.47,295,0.3051,3,Online,3.3333333333333335,Silver,55-64,Brisbane,Female,1,2,5,1,True,False,False
CUST-22447,281,2,1137.38,2,2,3,7,223,Potential Loyalists,7394.88,568.69,265,0.2264,2,Online,5.0,Silver,55-64,London,Male,1,2,5,1,False,True,False
CUST-22448,19,3,3565.3100000000004,5,3,4,12,534,Loyal Customers,90.46,1188.44,165,0.5455,2,Online,0.0,Bronze,45-54,London,Male,1,1,4,1,False,True,False
CUST-22449,388,3,347.98,1,3,1,5,131,Hibernating,1280.14,115.99,367,0.2452,3,Online,10.0,Platinum,25-34,Brisbane,Female,0,4,2,1,True,False,False
CUST-22450,370,6,6895.29,1,5,5,11,155,At Risk,1190.67,1149.21,296,0.6081,5,Online,6.666666666666667,Gold,55-64,Sydney,Male,1,3,5,1,False,True,False
CUST-22451,272,1,672.18,2,1,2,5,212,Hibernating,920.14,672.18,139,0.2158,1,In-Store,5.0,Silver,45-54,Adelaide,Female,1,2,4,0,True,False,False
CUST-22452,4,5,10798.92,5,5,5,15,555,Champions,934.08,2159.78,30,5.0,3,Online,7.0,Platinum,55-64,Perth,Female,0,4,5,1,True,False,False
CUST-22453,207,2,1002.5899999999999,3,2,2,7,322,Potential Loyalists,1232.5,501.29,310,0.1935,2,Online,0.0,Bronze,55-64,Singapore,Female,1,1,5,1,True,False,False
CUST-22454,163,2,132.63,3,2,1,6,321,Potential Loyalists,444.75,66.32,355,0.169,2,Online,2.5,Silver,18-24,Sydney,Male,1,2,1,1,False,True,False
CUST-22455,326,3,1191.78,2,3,3,8,233,At Risk,5406.62,397.26,149,0.604,3,In-Store,1.6666666666666667,Silver,45-54,Auckland,Female,1,2,4,0,True,False,False
CUST-22456,64,3,5847.03,4,3,5,12,435,Loyal Customers,250.52,1949.01,615,0.1463,3,Online,5.0,Silver,55-64,Toronto,Female,1,2,5,1,True,False,False
CUST-22457,154,2,1381.65,3,2,3,8,323,Potential Loyalists,163.62,690.82,30,2.0,2,Online,5.0,Gold,18-24,Brisbane,Female,0,3,1,1,True,False,False
CUST-22459,6,6,2278.94,5,5,4,14,554,Champions,2740.54,379.82,201,0.8955,6,In-Store,4.166666666666667,Gold,18-24,New York,Male,0,3,1,0,False,True,False
CUST-22460,30,2,511.42999999999995,5,2,2,9,522,New Customers,221.89,255.71,106,0.566,2,Online,2.5,Gold,18-24,Adelaide,Other,1,3,1,1,False,False,True
CUST-22461,38,3,1449.96,5,3,3,11,533,Loyal Customers,877.01,483.32,247,0.3644,2,In-Store,0.0,Bronze,65+,Melbourne,Male,1,1,6,0,False,True,False
CUST-22462,93,5,2134.46,4,5,4,13,454,Champions,63.15,426.89,30,5.0,5,In-Store,1.0,Silver,65+,New York,Female,0,2,6,0,True,False,False
CUST-22463,417,2,194.98000000000002,1,2,1,4,121,Lost,151.85000000000002,97.49,137,0.438,1,In-Store,0.0,Bronze,35-44,Singapore,Female,1,1,3,0,True,False,False
CUST-22464,263,2,2572.9700000000003,2,2,4,8,224,Potential Loyalists,0.0,1286.49,676,0.0888,2,Online,0.0,Bronze,35-44,New York,Female,1,1,3,1,True,False,False
CUST-22465,268,4,4150.59,2,4,5,11,245,At Risk,8683.83,1037.65,719,0.1669,3,In-Store,1.25,Gold,45-54,Toronto,Female,0,3,4,0,True,False,False
CUST-22466,430,2,6992.129999999999,1,2,5,8,125,Potential Loyalists,6041.89,3496.06,206,0.2913,2,Online,0.0,Silver,45-54,Singapore,Male,1,2,4,1,False,True,False
CUST-22467,27,3,5493.42,5,3,5,13,535,Loyal Customers,0.0,1831.14,391,0.2302,2,Online,3.3333333333333335,Gold,45-54,Auckland,Male,1,3,4,1,False,True,False
CUST-22468,79,3,748.45,4,3,2,9,432,Potential Loyalists,20.95,249.48,429,0.2098,3,In-Store,0.0,Bronze,35-44,Brisbane,Male,1,1,3,0,False,True,False
CUST-22469,294,2,1512.6399999999999,2,2,3,7,223,Potential Loyalists,351.3,756.32,694,0.0865,2,In-Store,0.0,Bronze,65+,Singapore,Male,1,1,6,0,False,True,False
CUST-22470,349,3,1013.79,2,3,2,7,232,Potential Loyalists,1211.88,337.93,419,0.2148,3,Online,0.0,Bronze,65+,Singapore,Female,0,1,6,1,True,False,False
CUST-22471,23,7,22131.93,5,5,5,15,555,Champions,57.68,3161.7,464,0.4526,4,In-Store,0.0,Bronze,18-24,Toronto,Female,0,1,1,0,True,False,False
CUST-22472,401,1,6281.52,1,1,5,7,115,Potential Loyalists,955.59,6281.52,138,0.2174,1,Online,0.0,Bronze,25-34,Singapore,Male,1,1,2,1,False,True,False
CUST-22473,166,2,1455.75,3,2,3,8,323,Potential Loyalists,3376.9500000000003,727.88,678,0.0885,2,In-Store,0.0,Gold,65+,Perth,Female,1,3,6,0,True,False,False
CUST-22475,171,2,206.47000000000003,3,2,1,6,321,Potential Loyalists,466.55,103.24,234,0.2564,2,In-Store,0.0,Bronze,18-24,Brisbane,Male,1,1,1,0,False,True,False
CUST-22476,39,2,1071.76,5,2,2,9,522,New Customers,3211.55,535.88,213,0.2817,2,Online,2.5,Gold,18-24,Perth,Male,1,3,1,1,False,True,False
CUST-22477,73,5,1517.44,4,5,3,12,453,Loyal Customers,223.3,303.49,472,0.3178,3,Online,0.0,Bronze,25-34,Singapore,Male,0,1,2,1,False,True,False
CUST-22479,29,4,958.71,5,4,2,11,542,Potential Loyalists,123.84,239.68,716,0.1676,4,Online,0.0,Bronze,65+,Melbourne,Male,1,1,6,1,False,True,False
CUST-22480,270,6,7522.7300000000005,2,5,5,12,255,At Risk,1410.97,1253.79,112,1.6071,5,Online,0.0,Bronze,25-34,Singapore,Female,1,1,2,1,True,False,False
CUST-22481,157,2,4077.72,3,2,5,10,325,Potential Loyalists,1971.38,2038.86,576,0.1042,2,Online,2.5,Silver,65+,Toronto,Male,0,2,6,1,False,True,False
CUST-22482,108,3,546.94,4,3,2,9,432,Potential Loyalists,62.83,182.31,352,0.2557,2,In-Store,1.6666666666666667,Gold,25-34,Perth,Female,1,3,2,0,True,False,False
CUST-22483,589,1,167.38,1,1,1,3,111,Lost,1806.1000000000001,167.38,30,1.0,1,Online,0.0,Bronze,25-34,Toronto,Male,1,1,2,1,False,True,False
CUST-22484,231,2,363.6,2,2,1,5,221,Hibernating,2454.86,181.8,545,0.1101,2,Online,0.0,Silver,55-64,Sydney,Female,0,2,5,1,True,False,False
CUST-22485,271,6,2838.35,2,5,4,11,254,At Risk,2239.13,473.06,379,0.4749,6,Online,10.833333333333334,Platinum,18-24,Brisbane,Male,1,4,1,1,False,True,False
CUST-22486,444,6,2105.54,1,5,4,10,154,At Risk,1405.4,350.92,121,1.4876,4,In-Store,0.0,Bronze,25-34,Toronto,Male,1,1,2,0,False,True,False
CUST-22487,587,1,227.67,1,1,1,3,111,Lost,325.47,227.67,308,0.0974,1,Online,0.0,Silver,45-54,Adelaide,Male,1,2,4,1,False,True,False
CUST-22489,117,4,2334.67,4,4,4,12,444,Champions,1414.59,583.67,515,0.233,3,In-Store,5.0,Silver,55-64,Auckland,Female,1,2,5,0,True,False,False
CUST-22490,134,4,2168.13,3,4,4,11,344,Loyal Customers,289.0,542.03,675,0.1778,3,Online,2.5,Silver,65+,Perth,Female,1,2,6,1,True,False,False
CUST-22491,75,3,649.86,4,3,2,9,432,Potential Loyalists,590.21,216.62,612,0.1471,2,In-Store,1.6666666666666667,Silver,18-24,Brisbane,Female,1,2,1,0,True,False,False
CUST-22492,410,3,2417.96,1,3,4,8,134,At Risk,0.0,805.99,255,0.3529,3,Online,1.6666666666666667,Silver,45-54,Toronto,Male,0,2,4,1,False,True,False
CUST-22493,209,2,7472.78,3,2,5,10,325,Potential Loyalists,0.0,3736.39,422,0.1422,2,Online,5.0,Platinum,45-54,New York,Male,1,4,4,1,False,True,False
CUST-22494,222,2,263.9,2,2,1,5,221,Hibernating,1177.42,131.95,491,0.1222,2,Online,5.0,Silver,45-54,London,Female,1,2,4,1,True,False,False
CUST-22496,73,1,270.04,4,1,1,6,411,New Customers,7804.82,270.04,187,0.1604,1,Online,0.0,Gold,45-54,Sydney,Female,1,3,4,1,True,False,False
CUST-22497,28,5,2949.7,5,5,4,14,554,Champions,6548.299999999999,589.94,435,0.3448,4,Online,0.0,Bronze,45-54,London,Female,1,1,4,1,True,False,False
CUST-22498,256,3,1731.1399999999999,2,3,3,8,233,At Risk,46.31,577.05,36,2.5,3,Online,3.3333333333333335,Silver,35-44,New York,Female,0,2,3,1,True,False,False
CUST-22499,51,1,1758.47,5,1,3,9,513,New Customers,0.0,1758.47,31,0.9677,1,Online,10.0,Gold,18-24,Melbourne,Female,1,3,1,1,True,False,False
CUST-22500,101,6,10559.59,4,5,5,14,455,Champions,9845.25,1759.93,186,0.9677,4,Online,0.0,Bronze,65+,Auckland,Male,1,1,6,1,False,True,False
CUST-22501,398,3,4199.849999999999,1,3,5,9,135,At Risk,295.6,1399.95,288,0.3125,3,Online,1.6666666666666667,Silver,55-64,Perth,Female,1,2,5,1,True,False,False
CUST-22502,38,4,5212.02,5,4,5,14,545,Champions,2390.2799999999997,1303.01,387,0.3101,3,In-Store,3.75,Gold,35-44,Perth,Female,0,3,3,0,True,False,False
CUST-22503,717,1,3537.25,1,1,4,6,114,Potential Loyalists,0.0,3537.25,630,0.0476,1,Online,0.0,Platinum,35-44,Singapore,Male,1,4,3,1,False,True,False
CUST-22504,217,4,1047.93,3,4,2,9,342,Potential Loyalists,0.0,261.98,330,0.3636,3,Online,0.0,Bronze,45-54,Adelaide,Male,1,1,4,1,False,True,False
CUST-22505,422,1,944.67,1,1,2,4,112,Lost,879.48,944.67,42,0.7143,1,In-Store,0.0,Bronze,55-64,Adelaide,Male,1,1,5,0,False,True,False
CUST-22506,211,3,4283.96,3,3,5,11,335,Loyal Customers,2634.75,1427.99,198,0.4545,3,In-Store,1.6666666666666667,Silver,35-44,Brisbane,Male,0,2,3,0,False,True,False
CUST-22507,68,3,424.65,4,3,1,8,431,Potential Loyalists,4273.780000000001,141.55,410,0.2195,3,Online,3.3333333333333335,Silver,55-64,Sydney,Female,0,2,5,1,True,False,False
CUST-22508,49,3,1940.7399999999998,5,3,3,11,533,Loyal Customers,2348.5,646.91,42,2.1429,3,Online,5.0,Gold,18-24,Melbourne,Female,1,3,1,1,True,False,False
CUST-22509,56,3,920.51,4,3,2,9,432,Potential Loyalists,3439.8,306.84,718,0.1253,3,In-Store,6.666666666666667,Gold,45-54,Melbourne,Male,1,3,4,0,False,True,False
CUST-22510,86,2,4265.43,4,2,5,11,425,New Customers,220.53,2132.72,193,0.3109,2,Online,15.0,Platinum,18-24,Toronto,Male,1,4,1,1,False,True,False
CUST-22511,499,1,38.71,1,1,1,3,111,Lost,286.40000000000003,38.71,371,0.0809,1,Online,0.0,Gold,25-34,Perth,Female,1,3,2,1,True,False,False
CUST-22512,111,4,2243.76,4,4,4,12,444,Champions,0.0,560.94,473,0.2537,4,In-Store,2.5,Gold,25-34,Sydney,Other,1,3,2,0,False,False,True
CUST-22513,235,5,1748.35,2,5,3,10,253,At Risk,1257.87,349.67,706,0.2125,3,Online,3.0,Gold,55-64,Melbourne,Male,1,3,5,1,False,True,False
CUST-22514,546,1,89.8,1,1,1,3,111,Lost,2185.59,89.8,672,0.0446,1,Online,0.0,Bronze,55-64,Adelaide,Female,1,1,5,1,True,False,False
CUST-22515,129,3,1207.3,3,3,3,9,333,Loyal Customers,738.27,402.43,117,0.7692,3,In-Store,0.0,Bronze,65+,Melbourne,Male,1,1,6,0,False,True,False
CUST-22516,277,4,3500.9300000000003,2,4,4,10,244,At Risk,1522.18,875.23,30,4.0,4,In-Store,0.0,Bronze,18-24,Melbourne,Female,0,1,1,0,True,False,False
CUST-22517,105,5,805.49,4,5,2,11,452,Potential Loyalists,3305.63,161.1,111,1.3514,4,In-Store,2.0,Silver,25-34,London,Female,0,2,2,0,True,False,False
CUST-22518,161,6,8121.37,3,5,5,13,355,Loyal Customers,77.0,1353.56,58,3.1034,5,In-Store,2.5,Silver,65+,Singapore,Male,1,2,6,0,False,True,False
CUST-22519,231,2,597.28,2,2,2,6,222,Potential Loyalists,1414.52,298.64,541,0.1109,2,Online,0.0,Bronze,18-24,Brisbane,Male,0,1,1,1,False,True,False
CUST-22520,13,4,2151.17,5,4,4,13,544,Champions,76.26,537.79,471,0.2548,3,In-Store,2.5,Silver,35-44,Toronto,Female,1,2,3,0,True,False,False
CUST-22521,111,4,3736.3,4,4,4,12,444,Champions,708.03,934.08,54,2.2222,3,In-Store,0.0,Bronze,18-24,Toronto,Female,1,1,1,0,True,False,False
CUST-22522,396,1,365.2,1,1,1,3,111,Lost,995.4399999999999,365.2,447,0.0671,1,Online,0.0,Gold,45-54,Auckland,Male,1,3,4,1,False,True,False
CUST-22523,5,6,2878.31,5,5,4,14,554,Champions,466.61,479.72,467,0.3854,5,In-Store,0.0,Bronze,25-34,Melbourne,Female,1,1,2,0,True,False,False
CUST-22524,382,2,1009.04,1,2,2,5,122,Lost,2039.0700000000002,504.52,447,0.1342,2,Online,2.5,Silver,18-24,London,Female,1,2,1,1,True,False,False
CUST-22525,17,2,267.3,5,2,1,8,521,New Customers,0.0,133.65,333,0.1802,2,Online,10.0,Platinum,35-44,Sydney,Female,1,4,3,1,True,False,False
CUST-22526,218,3,2084.29,3,3,4,10,334,Loyal Customers,1721.93,694.76,466,0.1931,3,In-Store,3.3333333333333335,Silver,35-44,Brisbane,Male,1,2,3,0,False,True,False
CUST-22527,88,2,2165.25,4,2,4,10,424,New Customers,2660.3,1082.62,279,0.2151,2,Online,0.0,Bronze,18-24,Toronto,Male,1,1,1,1,False,True,False
CUST-22528,92,6,4338.7,4,5,5,14,455,Champions,1252.43,723.12,525,0.3429,4,Online,0.8333333333333334,Silver,55-64,London,Female,1,2,5,1,True,False,False
CUST-22529,57,4,1730.3700000000001,4,4,3,11,443,Loyal Customers,57.260000000000005,432.59,548,0.219,3,Online,0.0,Bronze,65+,Toronto,Female,0,1,6,1,True,False,False
CUST-22530,205,3,1210.91,3,3,3,9,333,Loyal Customers,835.73,403.64,619,0.1454,2,In-Store,0.0,Bronze,25-34,New York,Male,1,1,2,0,False,True,False
CUST-22531,107,4,6307.06,4,4,5,13,445,Champions,3240.72,1576.76,289,0.4152,4,Online,0.0,Bronze,25-34,Singapore,Female,0,1,2,1,True,False,False
CUST-22532,12,4,568.65,5,4,2,11,542,Potential Loyalists,759.04,142.16,72,1.6667,4,In-Store,2.5,Silver,18-24,Toronto,Female,1,2,1,0,True,False,False
CUST-22533,27,4,10329.650000000001,5,4,5,14,545,Champions,489.1,2582.41,465,0.2581,4,Online,1.25,Silver,18-24,Sydney,Male,1,2,1,1,False,True,False
CUST-22534,209,2,1418.3100000000002,3,2,3,8,323,Potential Loyalists,0.0,709.16,656,0.0915,2,In-Store,0.0,Bronze,18-24,Singapore,Female,1,1,1,0,True,False,False
CUST-22535,129,1,54.48,3,1,1,5,311,Hibernating,309.82,54.48,474,0.0633,1,In-Store,0.0,Bronze,45-54,Sydney,Male,1,1,4,0,False,True,False
CUST-22536,31,4,2495.7400000000002,5,4,4,13,544,Champions,1614.9499999999998,623.94,221,0.543,4,In-Store,1.25,Silver,25-34,Sydney,Female,1,2,2,0,True,False,False
CUST-22537,258,3,916.92,2,3,2,7,232,Potential Loyalists,374.05,305.64,692,0.1301,2,In-Store,3.3333333333333335,Gold,65+,London,Male,1,3,6,0,False,True,False
CUST-22539,392,2,3570.28,1,2,4,7,124,Potential Loyalists,0.0,1785.14,330,0.1818,2,Online,0.0,Bronze,55-64,Sydney,Male,0,1,5,1,False,True,False
CUST-22540,315,4,2930.2499999999995,2,4,4,10,244,At Risk,0.0,732.56,203,0.5911,3,Online,1.25,Silver,65+,Toronto,Female,1,2,6,1,True,False,False
CUST-22541,88,3,725.85,4,3,2,9,432,Potential Loyalists,862.5,241.95,241,0.3734,2,Online,3.3333333333333335,Gold,45-54,London,Male,1,3,4,1,False,True,False
CUST-22542,399,2,2973.35,1,2,4,7,124,Potential Loyalists,291.61,1486.68,659,0.091,1,Online,2.5,Silver,55-64,Adelaide,Male,1,2,5,1,False,True,False
CUST-22543,2,1,246.09,5,1,1,7,511,New Customers,1535.43,246.09,727,0.0413,1,Online,0.0,Silver,45-54,Toronto,Male,1,2,4,1,False,True,False
CUST-22544,301,4,2551.27,2,4,4,10,244,At Risk,11523.45,637.82,606,0.198,3,In-Store,5.0,Gold,55-64,New York,Male,0,3,5,0,False,True,False
CUST-22545,255,2,375.93,2,2,1,5,221,Hibernating,637.94,187.96,363,0.1653,2,Online,2.5,Silver,35-44,Perth,Male,1,2,3,1,False,True,False
CUST-22546,181,3,5332.69,3,3,5,11,335,Loyal Customers,1935.24,1777.56,320,0.2812,3,In-Store,3.3333333333333335,Silver,18-24,Melbourne,Female,0,2,1,0,True,False,False
CUST-22547,376,4,2636.95,1,4,4,9,144,At Risk,299.1,659.24,356,0.3371,2,In-Store,0.0,Bronze,55-64,Auckland,Male,1,1,5,0,False,True,False
CUST-22548,193,2,199.34,3,2,1,6,321,Potential Loyalists,463.55,99.67,648,0.0926,2,Online,0.0,Bronze,45-54,Perth,Female,0,1,4,1,True,False,False
CUST-22549,412,3,1560.34,1,3,3,7,133,At Risk,440.89,520.11,67,1.3433,2,Online,1.6666666666666667,Silver,25-34,Brisbane,Female,1,2,2,1,True,False,False
CUST-22550,44,2,2021.83,5,2,3,10,523,New Customers,1064.5600000000002,1010.92,163,0.3681,1,Online,0.0,Silver,18-24,London,Male,1,2,1,1,False,True,False
CUST-22551,92,2,2287.79,4,2,4,10,424,New Customers,4342.7,1143.9,54,1.1111,2,In-Store,0.0,Bronze,25-34,Perth,Male,1,1,2,0,False,True,False
CUST-22552,232,2,552.51,2,2,2,6,222,Potential Loyalists,785.48,276.26,30,2.0,2,In-Store,0.0,Bronze,45-54,Melbourne,Female,1,1,4,0,True,False,False
CUST-22553,389,2,5622.79,1,2,5,8,125,Potential Loyalists,39.27,2811.4,85,0.7059,2,In-Store,0.0,Bronze,65+,Auckland,Female,0,1,6,0,True,False,False
CUST-22554,406,2,733.41,1,2,2,5,122,Lost,469.32,366.7,232,0.2586,2,Online,0.0,Silver,18-24,Toronto,Male,1,2,1,1,False,True,False
CUST-22555,23,3,540.14,5,3,2,10,532,Potential Loyalists,0.0,180.05,536,0.1679,2,In-Store,1.6666666666666667,Silver,25-34,Sydney,Female,1,2,2,0,True,False,False
CUST-22556,24,3,3208.2000000000003,5,3,4,12,534,Loyal Customers,151.95,1069.4,533,0.1689,3,In-Store,0.0,Bronze,18-24,Singapore,Female,0,1,1,0,True,False,False
CUST-22557,611,1,30.02,1,1,1,3,111,Lost,231.07999999999998,30.02,486,0.0617,1,Online,0.0,Bronze,45-54,London,Male,1,1,4,1,False,True,False
CUST-22558,573,3,937.36,1,3,2,6,132,Potential Loyalists,78.95,312.45,666,0.1351,3,In-Store,8.333333333333334,Gold,55-64,Perth,Male,1,3,5,0,False,True,False
CUST-22559,112,3,1886.17,4,3,3,10,433,Loyal Customers,1568.28,628.72,219,0.411,2,In-Store,5.0,Gold,55-64,Toronto,Male,1,3,5,0,False,True,False
CUST-22560,82,1,126.36,4,1,1,6,411,New Customers,140.72,126.36,714,0.042,1,Online,0.0,Silver,18-24,Auckland,Male,1,2,1,1,False,True,False
CUST-22561,319,3,282.26,2,3,1,6,231,Potential Loyalists,0.0,94.09,673,0.1337,3,Online,0.0,Bronze,35-44,Sydney,Other,0,1,3,1,False,False,True
CUST-22562,506,2,758.95,1,2,2,5,122,Lost,1962.82,379.48,315,0.1905,2,In-Store,15.0,Platinum,18-24,Adelaide,Male,1,4,1,0,False,True,False
CUST-22563,3,3,3728.3900000000003,5,3,4,12,534,Loyal Customers,2129.94,1242.8,61,1.4754,3,In-Store,0.0,Bronze,65+,New York,Male,1,1,6,0,False,True,False
CUST-22564,44,5,4356.17,5,5,5,15,555,Champions,3652.19,871.23,261,0.5747,3,In-Store,3.0,Silver,65+,New York,Female,1,2,6,0,True,False,False
CUST-22565,368,3,1977.3500000000001,1,3,3,7,133,At Risk,780.0699999999999,659.12,578,0.1557,2,In-Store,0.0,Silver,65+,Singapore,Female,0,2,6,0,True,False,False
CUST-22566,132,2,1158.5700000000002,3,2,3,8,323,Potential Loyalists,375.53999999999996,579.29,492,0.122,2,Online,0.0,Gold,18-24,Sydney,Male,1,3,1,1,False,True,False
CUST-22567,99,3,517.54,4,3,2,9,432,Potential Loyalists,217.08,172.51,586,0.1536,3,Online,0.0,Bronze,45-54,Sydney,Male,1,1,4,1,False,True,False
CUST-22568,312,5,274.87,2,5,1,8,251,Potential Loyalists,0.0,54.97,248,0.6048,4,In-Store,8.0,Platinum,55-64,Sydney,Male,1,4,5,0,False,True,False
CUST-22569,296,1,714.7,2,1,2,5,212,Hibernating,309.82,714.7,482,0.0622,1,Online,0.0,Silver,65+,Brisbane,Female,1,2,6,1,True,False,False
CUST-22570,30,3,3243.27,5,3,4,12,534,Loyal Customers,0.0,1081.09,716,0.1257,2,In-Store,0.0,Bronze,25-34,Sydney,Male,0,1,2,0,False,True,False
CUST-22571,551,1,2869.35,1,1,4,6,114,Potential Loyalists,0.0,2869.35,416,0.0721,1,Online,0.0,Bronze,18-24,Toronto,Male,1,1,1,1,False,True,False
CUST-22572,560,1,928.0,1,1,2,4,112,Lost,0.0,928.0,105,0.2857,1,Online,5.0,Silver,25-34,Singapore,Male,1,2,2,1,False,True,False
CUST-22573,58,4,1417.76,4,4,3,11,443,Loyal Customers,182.47,354.44,665,0.1805,4,In-Store,0.0,Bronze,18-24,Melbourne,Female,0,1,1,0,True,False,False
CUST-22574,318,6,5295.67,2,5,5,12,255,At Risk,1122.8,882.61,221,0.8145,5,Online,3.3333333333333335,Gold,55-64,Singapore,Male,0,3,5,1,False,True,False
CUST-22575,135,6,5799.49,3,5,5,13,355,Loyal Customers,419.81,966.58,505,0.3564,5,Online,2.5,Gold,18-24,Adelaide,Female,0,3,1,1,True,False,False
CUST-22576,14,1,59.78,5,1,1,7,511,New Customers,3357.58,59.78,294,0.102,1,In-Store,0.0,Bronze,35-44,London,Female,1,1,3,0,True,False,False
CUST-22577,183,2,910.58,3,2,2,7,322,Potential Loyalists,372.29999999999995,455.29,398,0.1508,1,Online,0.0,Gold,18-24,Singapore,Male,1,3,1,1,False,True,False
CUST-22578,171,4,2160.5299999999997,3,4,4,11,344,Loyal Customers,7218.7699999999995,540.13,172,0.6977,4,In-Store,7.5,Platinum,25-34,Auckland,Male,1,4,2,0,False,True,False
CUST-22579,228,5,3931.43,2,5,4,11,254,At Risk,1628.4499999999998,786.29,512,0.293,5,In-Store,2.0,Silver,18-24,Singapore,Male,1,2,1,0,False,True,False
CUST-22581,125,2,7359.28,4,2,5,11,425,New Customers,2173.12,3679.64,607,0.0988,1,Online,0.0,Bronze,35-44,Brisbane,Male,1,1,3,1,False,True,False
CUST-22582,159,2,1263.55,3,2,3,8,323,Potential Loyalists,442.86,631.78,305,0.1967,2,In-Store,2.5,Silver,25-34,Auckland,Female,1,2,2,0,True,False,False
CUST-22584,339,1,131.73,2,1,1,4,211,Hibernating,610.4399999999999,131.73,481,0.0624,1,Online,0.0,Bronze,55-64,Sydney,Male,0,1,5,1,False,True,False
CUST-22585,108,3,1822.1599999999999,4,3,3,10,433,Loyal Customers,0.0,607.39,594,0.1515,2,Online,0.0,Bronze,18-24,Singapore,Female,1,1,1,1,True,False,False
CUST-22586,486,2,289.52,1,2,1,4,121,Lost,626.24,144.76,345,0.1739,2,Online,5.0,Gold,25-34,Sydney,Male,0,3,2,1,False,True,False
CUST-22587,145,2,1490.4499999999998,3,2,3,8,323,Potential Loyalists,0.0,745.22,232,0.2586,2,In-Store,0.0,Silver,18-24,Sydney,Female,1,2,1,0,True,False,False
CUST-22588,48,2,3297.79,5,2,4,11,524,New Customers,12029.16,1648.9,723,0.083,2,Online,0.0,Bronze,25-34,Melbourne,Female,1,1,2,1,True,False,False
CUST-22589,116,6,1465.69,4,5,3,12,453,Loyal Customers,1345.95,244.28,30,6.0,4,Online,1.6666666666666667,Gold,65+,Singapore,Male,1,3,6,1,False,True,False
CUST-22590,69,5,2196.42,4,5,4,13,454,Champions,25.06,439.28,440,0.3409,3,In-Store,4.0,Gold,45-54,Toronto,Female,0,3,4,0,True,False,False
CUST-22591,7,2,503.79,5,2,2,9,522,New Customers,58.68,251.9,30,2.0,2,In-Store,0.0,Bronze,25-34,Adelaide,Male,1,1,2,0,False,True,False
CUST-22593,352,5,8302.58,2,5,5,12,255,At Risk,242.87,1660.52,195,0.7692,5,In-Store,3.0,Silver,45-54,London,Male,1,2,4,0,False,True,False
CUST-22594,42,2,173.18,5,2,1,8,521,New Customers,3292.9900000000002,86.59,486,0.1235,1,In-Store,0.0,Bronze,25-34,Singapore,Female,0,1,2,0,True,False,False
CUST-22595,201,1,1553.2,3,1,3,7,313,Potential Loyalists,0.0,1553.2,30,1.0,1,Online,10.0,Gold,18-24,Singapore,Female,0,3,1,1,True,False,False
